,party,vote,item,variable,value
1306,PSC,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Abstenção,0
1307,PCdoB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Abstenção,0
1308,PSC,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Abstenção,0
1309,PCdoB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Abstenção,0
1310,PSC,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Abstenção,0
1311,PCdoB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Abstenção,0
1312,PSC,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Abstenção,0
1313,PCdoB,vote.6369,Voto facultativo para todas as eleições,Abstenção,0
1314,PSC,vote.6369,Voto facultativo para todas as eleições,Abstenção,1
1315,PCdoB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Abstenção,0
1316,PSC,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Abstenção,0
1317,PCdoB,vote.6371,Eleições municipais e gerais em um único ano,Abstenção,0
1318,PSC,vote.6371,Eleições municipais e gerais em um único ano,Abstenção,0
1319,PCdoB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Abstenção,0
1320,PSC,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Abstenção,1
1321,PCdoB,vote.6373,idade mínima de 18 anos,Abstenção,0
1322,PSC,vote.6373,idade mínima de 18 anos,Abstenção,0
1323,PCdoB,vote.6374,Redução da idade mínima para 29 anos,Abstenção,0
1324,PSC,vote.6374,Redução da idade mínima para 29 anos,Abstenção,0
1325,PCdoB,vote.6375,4 de janeiro para governadores e 5 para presidente,Abstenção,0
1326,PSC,vote.6375,4 de janeiro para governadores e 5 para presidente,Abstenção,0
1327,PCdoB,vote.6377,Cotas para mulheres no legislativo,Abstenção,0
1328,PSC,vote.6377,Cotas para mulheres no legislativo,Abstenção,1
1329,PCdoB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Abstenção,0
1330,PSC,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Abstenção,0
1331,PCdoB,vote.6379,Federação partidária,Abstenção,0
1332,PSC,vote.6379,Federação partidária,Abstenção,0
1333,PCdoB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Abstenção,0
1334,PSC,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Abstenção,0
1335,PCdoB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Abstenção,0
1336,PSC,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Abstenção,1
1337,PCdoB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Abstenção,0
1338,PSC,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Abstenção,0
1339,PCdoB,vote.6384,Janela de 30 dias para migração entre partidos,Abstenção,0
1340,PSC,vote.6384,Janela de 30 dias para migração entre partidos,Abstenção,0
1341,PCdoB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Abstenção,0
1342,PSC,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Abstenção,0
1343,PCdoB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Abstenção,0
1344,PSC,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Abstenção,0
1345,PROS,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Abstenção,0
1346,PROS,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Abstenção,0
1347,PROS,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Abstenção,0
1348,PROS,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Abstenção,0
1349,PROS,vote.6356,Financiamento público e doações apenas de pessoas físicas,Abstenção,0
1350,PROS,vote.6357,Financiamento exclusivamente público,Abstenção,0
1351,PROS,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Abstenção,0
1352,PROS,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Abstenção,0
1353,PROS,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Abstenção,0
1354,PROS,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Abstenção,0
1355,PROS,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Abstenção,0
1356,PROS,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Abstenção,0
1357,PROS,vote.6369,Voto facultativo para todas as eleições,Abstenção,0
1358,PROS,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Abstenção,0
1359,PROS,vote.6371,Eleições municipais e gerais em um único ano,Abstenção,0
1360,PROS,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Abstenção,0
1361,PROS,vote.6373,idade mínima de 18 anos,Abstenção,0
1362,PROS,vote.6374,Redução da idade mínima para 29 anos,Abstenção,0
1363,PROS,vote.6375,4 de janeiro para governadores e 5 para presidente,Abstenção,0
1364,PROS,vote.6377,Cotas para mulheres no legislativo,Abstenção,1
1365,PROS,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Abstenção,0
1366,PROS,vote.6379,Federação partidária,Abstenção,0
1367,PROS,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Abstenção,0
1368,PROS,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Abstenção,0
1369,PROS,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Abstenção,1
1370,PROS,vote.6384,Janela de 30 dias para migração entre partidos,Abstenção,0
1371,PROS,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Abstenção,1
1372,PROS,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Abstenção,0
1373,PPS,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Abstenção,0
1374,PPS,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Abstenção,0
1375,PPS,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Abstenção,0
1376,PPS,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Abstenção,0
1377,PPS,vote.6356,Financiamento público e doações apenas de pessoas físicas,Abstenção,0
1378,PPS,vote.6357,Financiamento exclusivamente público,Abstenção,0
1379,PPS,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Abstenção,0
1380,PPS,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Abstenção,0
1381,PPS,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Abstenção,0
1382,PPS,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Abstenção,0
1383,PPS,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Abstenção,0
1384,PPS,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Abstenção,0
1385,PPS,vote.6369,Voto facultativo para todas as eleições,Abstenção,0
1386,PPS,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Abstenção,0
1387,PPS,vote.6371,Eleições municipais e gerais em um único ano,Abstenção,0
1388,PPS,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Abstenção,0
1389,PPS,vote.6373,idade mínima de 18 anos,Abstenção,0
1390,PPS,vote.6374,Redução da idade mínima para 29 anos,Abstenção,0
1391,PPS,vote.6375,4 de janeiro para governadores e 5 para presidente,Abstenção,0
1392,PPS,vote.6377,Cotas para mulheres no legislativo,Abstenção,0
1393,PPS,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Abstenção,1
1394,PPS,vote.6379,Federação partidária,Abstenção,1
1395,PPS,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Abstenção,0
1396,PPS,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Abstenção,0
1397,PPS,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Abstenção,0
1398,PPS,vote.6384,Janela de 30 dias para migração entre partidos,Abstenção,0
1399,PPS,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Abstenção,0
1400,PPS,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Abstenção,0
1401,PV,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Abstenção,0
1402,PV,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Abstenção,0
1403,PV,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Abstenção,0
1404,PV,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Abstenção,0
1405,PV,vote.6356,Financiamento público e doações apenas de pessoas físicas,Abstenção,0
1406,PV,vote.6357,Financiamento exclusivamente público,Abstenção,0
1407,PV,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Abstenção,0
1408,PV,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Abstenção,0
1409,PV,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Abstenção,0
1410,PV,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Abstenção,0
1411,PV,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Abstenção,0
1412,PV,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Abstenção,0
1413,PV,vote.6369,Voto facultativo para todas as eleições,Abstenção,0
1414,PV,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Abstenção,0
1415,PV,vote.6371,Eleições municipais e gerais em um único ano,Abstenção,0
1416,PV,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Abstenção,0
1417,PV,vote.6373,idade mínima de 18 anos,Abstenção,0
1418,PV,vote.6374,Redução da idade mínima para 29 anos,Abstenção,0
1419,PV,vote.6375,4 de janeiro para governadores e 5 para presidente,Abstenção,0
1420,PV,vote.6377,Cotas para mulheres no legislativo,Abstenção,0
1421,PV,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Abstenção,0
1422,PV,vote.6379,Federação partidária,Abstenção,0
1423,PV,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Abstenção,0
1424,PV,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Abstenção,0
1425,PV,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Abstenção,1
1426,PV,vote.6384,Janela de 30 dias para migração entre partidos,Abstenção,0
1427,PV,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Abstenção,0
1428,PV,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Abstenção,0
1429,PMDB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Faltas,17
1430,PMDB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Faltas,9
1431,PMDB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Faltas,5
1432,PMDB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Faltas,6
1433,PMDB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Faltas,7
1434,PMDB,vote.6357,Financiamento exclusivamente público,Faltas,6
1435,PMDB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Faltas,6
1436,PMDB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Faltas,6
1437,PMDB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Faltas,35
1438,PMDB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Faltas,10
1439,PMDB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Faltas,11
1440,PMDB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Faltas,19
1441,PMDB,vote.6369,Voto facultativo para todas as eleições,Faltas,9
1442,PMDB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Faltas,9
1443,PMDB,vote.6371,Eleições municipais e gerais em um único ano,Faltas,10
1444,PMDB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Faltas,13
1445,PMDB,vote.6373,idade mínima de 18 anos,Faltas,14
1446,PMDB,vote.6374,Redução da idade mínima para 29 anos,Faltas,13
1447,PMDB,vote.6375,4 de janeiro para governadores e 5 para presidente,Faltas,15
1448,PMDB,vote.6377,Cotas para mulheres no legislativo,Faltas,13
1449,PMDB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Faltas,14
1450,PMDB,vote.6379,Federação partidária,Faltas,14
1451,PMDB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Faltas,14
1452,PMDB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Faltas,16
1453,PMDB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Faltas,11
1454,PMDB,vote.6384,Janela de 30 dias para migração entre partidos,Faltas,8
1455,PMDB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Faltas,10
1456,PMDB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Faltas,24
1457,PT,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Faltas,6
1458,PT,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Faltas,1
1459,PT,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Faltas,0
1460,PT,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Faltas,0
1461,PT,vote.6356,Financiamento público e doações apenas de pessoas físicas,Faltas,0
1462,PT,vote.6357,Financiamento exclusivamente público,Faltas,2
1463,PT,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Faltas,0
1464,PT,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Faltas,0
1465,PT,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Faltas,32
1466,PT,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Faltas,2
1467,PT,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Faltas,4
1468,PT,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Faltas,12
1469,PT,vote.6369,Voto facultativo para todas as eleições,Faltas,1
1470,PT,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Faltas,0
1471,PT,vote.6371,Eleições municipais e gerais em um único ano,Faltas,1
1472,PT,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Faltas,5
1473,PT,vote.6373,idade mínima de 18 anos,Faltas,13
1474,PT,vote.6374,Redução da idade mínima para 29 anos,Faltas,15
1475,PT,vote.6375,4 de janeiro para governadores e 5 para presidente,Faltas,16
1476,PT,vote.6377,Cotas para mulheres no legislativo,Faltas,6
1477,PT,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Faltas,11
1478,PT,vote.6379,Federação partidária,Faltas,6
1479,PT,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Faltas,10
1480,PT,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Faltas,8
1481,PT,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Faltas,6
1482,PT,vote.6384,Janela de 30 dias para migração entre partidos,Faltas,5
1483,PT,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Faltas,10
1484,PT,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Faltas,26
1485,PSDB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Faltas,10
1486,PSDB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Faltas,4
1487,PSDB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Faltas,4
1488,PSDB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Faltas,4
1489,PSDB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Faltas,8
1490,PSDB,vote.6357,Financiamento exclusivamente público,Faltas,10
1491,PSDB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Faltas,6
1492,PSDB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Faltas,7
1493,PSDB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Faltas,22
1494,PSDB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Faltas,8
1495,PSDB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Faltas,12
1496,PSDB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Faltas,12
1497,PSDB,vote.6369,Voto facultativo para todas as eleições,Faltas,2
1498,PSDB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Faltas,2
1499,PSDB,vote.6371,Eleições municipais e gerais em um único ano,Faltas,5
1500,PSDB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Faltas,4
1501,PSDB,vote.6373,idade mínima de 18 anos,Faltas,8
1502,PSDB,vote.6374,Redução da idade mínima para 29 anos,Faltas,8
1503,PSDB,vote.6375,4 de janeiro para governadores e 5 para presidente,Faltas,9
1504,PSDB,vote.6377,Cotas para mulheres no legislativo,Faltas,2
1505,PSDB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Faltas,3
1506,PSDB,vote.6379,Federação partidária,Faltas,4
1507,PSDB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Faltas,5
1508,PSDB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Faltas,9
1509,PSDB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Faltas,5
1510,PSDB,vote.6384,Janela de 30 dias para migração entre partidos,Faltas,2
1511,PSDB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Faltas,2
1512,PSDB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Faltas,15
1513,PP,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Faltas,3
1514,PP,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Faltas,3
1515,PP,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Faltas,2
1516,PP,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Faltas,6
1517,PP,vote.6356,Financiamento público e doações apenas de pessoas físicas,Faltas,2
1518,PP,vote.6357,Financiamento exclusivamente público,Faltas,4
1519,PP,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Faltas,3
1520,PP,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Faltas,6
1521,PP,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Faltas,17
1522,PP,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Faltas,5
1523,PP,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Faltas,7
1524,PP,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Faltas,8
1525,PP,vote.6369,Voto facultativo para todas as eleições,Faltas,10
1526,PP,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Faltas,6
1527,PP,vote.6371,Eleições municipais e gerais em um único ano,Faltas,8
1528,PP,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Faltas,8
1529,PP,vote.6373,idade mínima de 18 anos,Faltas,8
1530,PP,vote.6374,Redução da idade mínima para 29 anos,Faltas,8
1531,PP,vote.6375,4 de janeiro para governadores e 5 para presidente,Faltas,8
1532,PP,vote.6377,Cotas para mulheres no legislativo,Faltas,8
1533,PP,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Faltas,8
1534,PP,vote.6379,Federação partidária,Faltas,8
1535,PP,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Faltas,9
1536,PP,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Faltas,8
1537,PP,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Faltas,5
1538,PP,vote.6384,Janela de 30 dias para migração entre partidos,Faltas,6
1539,PP,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Faltas,10
1540,PP,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Faltas,16
1541,PR,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Faltas,7
1542,PSD,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Faltas,10
1543,PR,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Faltas,3
1544,PSD,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Faltas,5
1545,PR,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Faltas,3
1546,PSD,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Faltas,5
1547,PR,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Faltas,3
1548,PSD,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Faltas,5
1549,PR,vote.6356,Financiamento público e doações apenas de pessoas físicas,Faltas,4
1550,PSD,vote.6356,Financiamento público e doações apenas de pessoas físicas,Faltas,4
1551,PR,vote.6357,Financiamento exclusivamente público,Faltas,7
1552,PSD,vote.6357,Financiamento exclusivamente público,Faltas,4
1553,PR,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Faltas,5
1554,PSD,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Faltas,4
1555,PR,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Faltas,4
1556,PSD,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Faltas,4
1557,PR,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Faltas,18
1558,PSD,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Faltas,17
1559,PR,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Faltas,4
1560,PSD,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Faltas,6
1561,PR,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Faltas,3
1562,PSD,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Faltas,6
1563,PR,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Faltas,8
1564,PSD,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Faltas,12
1565,PR,vote.6369,Voto facultativo para todas as eleições,Faltas,7
1566,PSD,vote.6369,Voto facultativo para todas as eleições,Faltas,4
1567,PR,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Faltas,4
1568,PSD,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Faltas,4
1569,PR,vote.6371,Eleições municipais e gerais em um único ano,Faltas,5
1570,PSD,vote.6371,Eleições municipais e gerais em um único ano,Faltas,3
1571,PR,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Faltas,11
1572,PSD,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Faltas,4
1573,PR,vote.6373,idade mínima de 18 anos,Faltas,7
1574,PSD,vote.6373,idade mínima de 18 anos,Faltas,5
1575,PR,vote.6374,Redução da idade mínima para 29 anos,Faltas,10
1576,PSD,vote.6374,Redução da idade mínima para 29 anos,Faltas,3
1577,PR,vote.6375,4 de janeiro para governadores e 5 para presidente,Faltas,9
1578,PSD,vote.6375,4 de janeiro para governadores e 5 para presidente,Faltas,5
1579,PR,vote.6377,Cotas para mulheres no legislativo,Faltas,3
1580,PSD,vote.6377,Cotas para mulheres no legislativo,Faltas,5
1581,PR,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Faltas,2
1582,PSD,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Faltas,2
1583,PR,vote.6379,Federação partidária,Faltas,4
1584,PSD,vote.6379,Federação partidária,Faltas,4
1585,PR,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Faltas,9
1586,PSD,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Faltas,5
1587,PR,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Faltas,9
1588,PSD,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Faltas,7
1589,PR,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Faltas,4
1590,PSD,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Faltas,2
1591,PR,vote.6384,Janela de 30 dias para migração entre partidos,Faltas,2
1592,PSD,vote.6384,Janela de 30 dias para migração entre partidos,Faltas,4
1593,PR,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Faltas,6
1594,PSD,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Faltas,8
1595,PR,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Faltas,5
1596,PSD,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Faltas,16
1597,PSB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Faltas,5
1598,PSB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Faltas,2
1599,PSB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Faltas,2
1600,PSB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Faltas,2
